spotifyid,link,genre,notes
28v6YyN5uvIdbujnDUoKxA,https://p.scdn.co/mp3-preview/d4b49aae32de8adb9354cd50af6ba6776d9f7f1a,Soul / Funk / Disco,
2hrPea5pngLIgs1f3ubHPA,https://p.scdn.co/mp3-preview/5c9716aef8fe1edb25b7e772b05b2090737b19f8,Rock / Pop,
1aAJVAxKzAEeqdbnTjQqA4,https://p.scdn.co/mp3-preview/a312958d428211e680699b7d905f63bb3c010f34,Other,
2fWmx3wZ1leGJhRq1ikAg6,https://p.scdn.co/mp3-preview/743f8a41309384484fa7c7977f771c6369d0614f,Instrumental,
6htHANQFt1WiomienANSgB,https://p.scdn.co/mp3-preview/e9183a556ddb07e44e5cee623ee6991038157b05,Jazz / Blues,
0iUwgsiob3IARrQ6V5B6Zz,https://p.scdn.co/mp3-preview/a225a09800bc29fafd3fe74f202cd8e5c925dd8f,Soul / Funk / Disco,
1NuOn12Q0OXP7JxS0qtYbN,https://p.scdn.co/mp3-preview/133e8bc254ef30426152de8033e50ddc1c57efdf,Rock / Pop,
50vFbsuEL6HgD9QZaPrRky,https://p.scdn.co/mp3-preview/f4cb19face65ec89ba42dec933723c6b4c334935,Jazz / Blues,
3vklTIHd8D3CtedeMYe5FN,https://p.scdn.co/mp3-preview/0258948c6a9112690b71ed99424e1e5e806d8969,Instrumental,
53zCnern7FWRJXPanGpJH1,https://p.scdn.co/mp3-preview/61ca851d019a771bfeadd9f010d42364a8c4f301,Soul / Funk / Disco,
1qxU6bL6nDbcIZF8qGCOra,https://p.scdn.co/mp3-preview/2f65666133f49c298ddc79c5067bca6bf85089f8,Jazz / Blues,
0kJOnFCXoZLHgoXJ0RmGdy,https://p.scdn.co/mp3-preview/d2e6314ac720984feda196fcebf3936f4a112604,Classical,
1PiYzGdy0LYX2WMRlDkh0T,https://p.scdn.co/mp3-preview/b245630891992d6c379177e1cf8c95ff743df7f8,Instrumental,
4z0jKtGwtPFbcK9NbQM5MC,https://p.scdn.co/mp3-preview/7083ca5309d52e2a631bf448ea998be53779497d,Other,
7npSRqPQB4kSygYBYEXnoy,https://p.scdn.co/mp3-preview/50cc91bc9a8f50fc93d01678ac80a6b39ff74421,Country / Folk,
29YUa9xloSaNFUu8nBQVtP,https://p.scdn.co/mp3-preview/cf7a953fc607b0ca45e0d1167c20159df84d9bd7,Rock / Pop,
1l3YuGSNDsDX1HwGQ8dugI,https://p.scdn.co/mp3-preview/437d8fc6cf102a006be9d8bf0dd76e0b99c25f59,Soul / Funk / Disco,
55uNuZUBnkDWtQLOu2tvSK,https://p.scdn.co/mp3-preview/10cde5a1b7bb442831db1178989826dcb9d24b24,Reggae,
2n4N7oCQGP8FKX5XLUlyUN,https://p.scdn.co/mp3-preview/d49b323f5cccb7ea0cf3a6fd005e009ea8af760e,Soul / Funk / Disco,
1LdrribiTttFICWa4OKw4Z,https://p.scdn.co/mp3-preview/5b61b312d45e295d32a060a6586fa311a1d1a816,Soul / Funk / Disco,
1IupmPc4jSHrhqUqOB5aW8,https://p.scdn.co/mp3-preview/45360ef98d760b1e3ee6fb1c9e349ff855dde878,Reggae,
3JsYI17jAYOh5ufTe9butB,https://p.scdn.co/mp3-preview/725131376afa5d95fe555d241accdadb8ab71711,Rock / Pop,
5au76QWHsZJKowHkg88RdM,https://p.scdn.co/mp3-preview/4838eaaff4f196cdf799ec2f7491b460714681ce,Rock / Pop,
13hRgbtTwDC0h1NW333Q11,https://p.scdn.co/mp3-preview/71a8043582fe0a375eb020f091ef6c6a1cf5bce0,Jazz / Blues,
5HngLeeBSHNx3rOa8sVntJ,https://p.scdn.co/mp3-preview/64497d9ab42175b7890eb9c18a7f9a51c29b0e83,Rock / Pop,
2GgDVbdwOm0nAX8SD4AV0W,https://p.scdn.co/mp3-preview/371fa86a2190eb3c58afdf59f8d129ac2f97fcb2,Jazz / Blues,
0pwDYXP1MUN8wsK3RJMiF8,https://p.scdn.co/mp3-preview/c5515c136147d0684eabe7f42b61dee0c00db86d,Jazz / Blues,
6mYit9pOUATO0zG7e732iQ,https://p.scdn.co/mp3-preview/5307c77dea41346ba09e283dce9af81be80d94aa,Jazz / Blues,
4BzAjsMDC59CNcqwnwjmDi,https://p.scdn.co/mp3-preview/b1c04841eb922850a9d3a0dac135bdb093f56bf3,Jazz / Blues,
1msWdMFNMLtHoF6OAooLan,https://p.scdn.co/mp3-preview/03231812c47d875cce32005877404349d309032a,Soul / Funk / Disco,
4mahTlykV7Vv6USHjV4Cpi,https://p.scdn.co/mp3-preview/5cd9ada042506e7f5322ca49299d5d22cc21d857,Rock / Pop,
0N9xf8kB2mYwBaa45GQSmf,https://p.scdn.co/mp3-preview/e88f2a8dd7d2c7368c88c9db0b882a67e62f4b91,Jazz / Blues,
0ukrtDJ2G8G3kGUj0gbIoH,https://p.scdn.co/mp3-preview/14280fd63d7487adbdbff5a0cae83379e30ad761,Jazz / Blues,
3AwIau4XTKyuhy8Nwxs9KB,https://p.scdn.co/mp3-preview/1cec0653020e276eb1f6835b52314583fc8cface,Jazz / Blues,
1eEh4giTjQPDP2HG4fWPuQ,https://p.scdn.co/mp3-preview/1279c2c3b3d991fc9579bddce17132c0e17c611e,Jazz / Blues,
7wiGjFnhsvV7JBZV1DAuqm,https://p.scdn.co/mp3-preview/b2c60f0d69d506a6636b3f637626544e3b627481,Instrumental,
3AiO0ZDJO3cPhTI1sjzAq2,https://p.scdn.co/mp3-preview/7b67a5e85455c9c779530743a5b4de2f28bea14d,Soul / Funk / Disco,
1cDB3h7PoGgMm9XNzF15GD,https://p.scdn.co/mp3-preview/eca5bf8ab2da576b976d08d540cba7abca8f9f32,Jazz / Blues,
7kaChhzaxai1SZEE60iV6F,https://p.scdn.co/mp3-preview/d01e5286447fbf67caa3489d69bd28261a539377,Jazz / Blues,
5MoBkyd21yPG8MzJidcYyt,https://p.scdn.co/mp3-preview/0a82710256111df92e21fbf586b98079a3c29ace,Rock / Pop,
5SGLt9fvfSei5ShKJGWCc1,https://p.scdn.co/mp3-preview/2a4a8f85f76872d6a08803d5f2f4a9a44eb6a2ac,Jazz / Blues,
4tqO5sa7oW53YOBWpMRMKq,https://p.scdn.co/mp3-preview/ccd75f9c5aab0c136809739fd643ddf79157c575,Jazz / Blues,
7aMkpd88TBu8y9XV6T8apm,https://p.scdn.co/mp3-preview/8dcaa25cb45661389754a6c09b36d6573681cfe9,Jazz / Blues,
5bUKIjdWxwSa5JHX1s3pVf,https://p.scdn.co/mp3-preview/92546c5f4f89e00524d08f35e7ba761ca499c0ae,Soul / Funk / Disco,
7Dbswd1Ece2I7nyVS4ISx8,https://p.scdn.co/mp3-preview/79b414296f82171b044718757a7b3ac4497714fe,Jazz / Blues,
7du6PAJgXf6fNPey0jCF16,https://p.scdn.co/mp3-preview/10530e54b9c200fd921debf99a5895e26ca08ab1,Classical,
7FCcTxy5GsRFHWWcHAIGJ4,https://p.scdn.co/mp3-preview/3db51bb2d44f589abb11c5c2530d432071b2d354,Classical,
2vjx5WEfKeCx442bwuad3z,https://p.scdn.co/mp3-preview/c36b844122fdf8571fdc2d383b10400e231b6c20,Rock / Pop,
15sa1HmNxQ0pT7UkiGuCdd,https://p.scdn.co/mp3-preview/9316862e941dad4dad88f091f2f127cdc734df00,Soul / Funk / Disco,
3Idzst9SOVYqftgRXYcsY1,https://p.scdn.co/mp3-preview/69acc8d12581be9fa43f5e9db7764cc26b76f878,Instrumental,
5lzmMKyuCYIAUl38g2Um7z,https://p.scdn.co/mp3-preview/6c097867a54f385738e7db0b55270c140476e13e,Instrumental,
5l37aTWD9L6vuxVTfWok0g,https://p.scdn.co/mp3-preview/840b12cf18b90cd450911b0c8e038c516dda57ed,Instrumental,
3DqsNaM52wA6G3Q4QS3zY0,https://p.scdn.co/mp3-preview/7285a18707baa8616d0453740db77fb0bf275cc1,Soul / Funk / Disco,
72SGinN3Mpp0mcv8OvXYNZ,https://p.scdn.co/mp3-preview/16f1e520c2270adee65dc1cd6e084288cc6eccca,Rock / Pop,
1D7QVj7SR8Xi33Prlrmtrh,https://p.scdn.co/mp3-preview/d8091183d63c0151cf0dd72e0e791e064e454587,Instrumental,
3dZQP5P0IhFZaSKZe4UsPt,https://p.scdn.co/mp3-preview/c28afa1da9fc596fe8de9a1201d799f8428ba5d7,Rock / Pop,
3baKu21LzWWeNDyRW8FPrB,https://p.scdn.co/mp3-preview/ab79d3d7c9bc2b1ff6727853ef3ca6be743442ea,Classical,
6OrBHCc1VfqyRCiWcT6kTs,https://p.scdn.co/mp3-preview/af43cf0d869db789f3fcb5d6ceada69059ce7923,Soul / Funk / Disco,
4I6ArwxySd6F7BiDPywydF,https://p.scdn.co/mp3-preview/7331f766212cb6ab51b8ed9c549fa717c9cfeab4,Country / Folk,
02BY2CVSs1VQrUJQXo62wS,https://p.scdn.co/mp3-preview/fc751fa8e2c2daa006521b9a94e640b5d404a3f7,Instrumental,
4yuIy1rWKK7BBzEfbsn3oi,https://p.scdn.co/mp3-preview/9b4fbf0fc35ca42b1a7acf960e7f9e4697e8f1d5,Instrumental,
44Iah2DxH5BFkMv1IwI7Mj,https://p.scdn.co/mp3-preview/76da9a11e2ad6d0fed8d159d80292f4b308fe233,Rock / Pop,
6JARQzb0zwlx8Zjgxvz25K,https://p.scdn.co/mp3-preview/7bf3eaf6863b6ac9f877f7cdabeffcb10874cca6,Instrumental,
4c7Tcsqd3Ci7oyWQUBxfZ1,https://p.scdn.co/mp3-preview/a2c0079c9c52e565154f29b52be7af80bf6d9f9f,Country / Folk,
6XTwXaZVgT43uGpg93db8Z,https://p.scdn.co/mp3-preview/05852d785754901a8de5ccdbc26de20c1e48ab82,Instrumental,
2avdyD2ckz5y6ps7ZKd8Rf,https://p.scdn.co/mp3-preview/4b9b6932ce56326d86a098b82d1b056e1a015801,Soul / Funk / Disco,
60Q0eM8wvIexhTqdISEd0D,https://p.scdn.co/mp3-preview/33810e78bb056deb42610de8a9360a6a66ceec7f,Jazz / Blues,
1NcZAZYi8N2giLUMUTFkta,https://p.scdn.co/mp3-preview/76b6e5c0418d01963fbd65d49ed634bbd1e61016,Soul / Funk / Disco,
4jrSWj6am9GyAv870RFHZ4,https://p.scdn.co/mp3-preview/c5d168bda369e1556163c277599198ed98b49e8b,Reggae,
5IIP34J2snDp1TPmOqKkXk,https://p.scdn.co/mp3-preview/6608b175d861546e300c8b18841de9181cdbe16a,Soul / Funk / Disco,
1dMyAc8HOTCsA5rZh1BIs4,https://p.scdn.co/mp3-preview/7eb04bb5733203d5730b2907f2b8c9ab08b80e91,Rock / Pop,
0hR0biERiyKlv6ymcQE7wj,https://p.scdn.co/mp3-preview/afb815bde39dd690fd00eb5a3b9ad362f4a25db4,Soul / Funk / Disco,
4ztx6rzG44ZhLGJ8uaDpZP,https://p.scdn.co/mp3-preview/ff9f9a29256aeef843cdd55177f80c124ec100be,Soul / Funk / Disco,
5vlZJS0aNslHcNkMv4r3aV,https://p.scdn.co/mp3-preview/743d711ed6a9b153ccf1e278373fff7cfd1e5f44,Reggae,
2CBUKMGzekuB8BmHHbFrgd,https://p.scdn.co/mp3-preview/764d0352dc21d1b729c8690e6be1d773cf76bd56,Country / Folk,
3MHGBU6UEJVZuJEP0TpQns,https://p.scdn.co/mp3-preview/457bf008abe4d5589ff5c2ae1d420441960b4d8e,Soul / Funk / Disco,
7KHfb0hoTMrXutQSjBSFQC,https://p.scdn.co/mp3-preview/5803ebf286dd7fbf2179343398716bbf427ffbab,Soul / Funk / Disco,
4FBxFzyz9tI9WzcCbSa8aw,https://p.scdn.co/mp3-preview/925c7144239ba41df620ea73b561ffd3949080b5,Soul / Funk / Disco,
3RYmsuMKm2W3MZ7dlGZF3l,https://p.scdn.co/mp3-preview/89c9fa165f3c73d0b7808a75900e8b842cebb853,Rock / Pop,
0tYjDvoTPspQAvNxTBVowT,https://p.scdn.co/mp3-preview/d8a706ab59c1ce74e63886149a61258557442e7e,Soul / Funk / Disco,
1k1kjxVRR5NLAyP63OwYww,https://p.scdn.co/mp3-preview/034361aa8fd0cdbd6f410d92af6e676285dc53e8,Rock / Pop,
2i89HFfseJig9qvEi2KrQa,https://p.scdn.co/mp3-preview/a9f58678ad89a2ae67db5890731a9b930117e887,Soul / Funk / Disco,
0nMM7nFzvoKLvruNmmm4VS,https://p.scdn.co/mp3-preview/54bfea99eae4e0430429c0a4bcffb1e5d0308b11,Jazz / Blues,
6G3s0AjW80PoyMF6te0SXF,https://p.scdn.co/mp3-preview/81c492533a6abe35c9a4f2ab21ae7ec7a2df0302,Soul / Funk / Disco,
4IvaJz9DON0JDAXlid7YIh,https://p.scdn.co/mp3-preview/08c0a4702eb231faca66a8dcf2b7e2a74d51c16d,Rock / Pop,
2ZCZwDjEa0hI1NRjzbL0DW,https://p.scdn.co/mp3-preview/397f34e921f605a59d49c3d946ba327f34bd5c09,Rock / Pop,
1VihuhcpV5scdFP4oAl8zi,https://p.scdn.co/mp3-preview/33fa0b032de4bcbe80fcf31a03a6ef1d3001fd7b,Soul / Funk / Disco,
10XX3YDY7X0jQfwjpveRvh,https://p.scdn.co/mp3-preview/6742569e7deebb4b42b9b0990b5edb4b552d2e0e,Rock / Pop,
49pu19AROEUDPGMmIdBOc8,https://p.scdn.co/mp3-preview/913b09ace795eea7f050f123e7f5c884c737209d,Rock / Pop,
7jgnUaAzme9sh1cSvZUwpT,https://p.scdn.co/mp3-preview/c84a0a3590ce5225731d61cb77328e7dc8474e7d,Rock / Pop,
4Sv766YFyaMvdhsCB4OzqP,https://p.scdn.co/mp3-preview/f65f076830db0cba7dc04946564760a00337775a,Jazz / Blues,
6Kj30wXGYMeXNebmMEpfJo,https://p.scdn.co/mp3-preview/0ef5d91e37c4d672b2893a659ee62cce29e0715d,Rock / Pop,
27LwFACtvapwrfNeYPPXLY,https://p.scdn.co/mp3-preview/9096bd899b04c5e79c691f3dab762b32a02985c7,Instrumental,
1OHEY5ys1n0LLukilczbmo,https://p.scdn.co/mp3-preview/a1385e3949147668c044d7300a0cc1b552323ca3,Soul / Funk / Disco,
3Hz926msggaKj6Q4DDVQt7,https://p.scdn.co/mp3-preview/0c72b04133dc7a148acdaa323a0bdc9d9e7583dd,Hip-Hop / R&B,
6X1qjNP87VufIDwknei4d1,https://p.scdn.co/mp3-preview/b9e9375030a4f6efb6e150e94834c9650d32d203,Country / Folk,
6ufDZK8YrVpYSSeYVLXctA,https://p.scdn.co/mp3-preview/3c8388001d831708e6579811cbe0f01310656958,Rock / Pop,
1aL3DfZsFXGZOKX99omnPS,https://p.scdn.co/mp3-preview/f6e52e7de81d437c9ad609be19f45f51a80bbe8d,Rock / Pop,
74aKCXtbnF5NbvFjo23VQZ,https://p.scdn.co/mp3-preview/4197e454035cd10d4cc049ccb4d5add5d106bbac,Instrumental,
7ITW9hPFtogIk3wms0pV46,https://p.scdn.co/mp3-preview/8684e8755edd6bc8e5916818f77022f47c1a4571,Soul / Funk / Disco,
4iS3jJbzzCTzb9gcggDAX4,https://p.scdn.co/mp3-preview/9fd7fc18cc92ce59c1a472cf6ab4533b806a5249,Soul / Funk / Disco,
4YqAfptI3ss5YpafsECObI,https://p.scdn.co/mp3-preview/ec44ede220e7fa1c4ad77573b3af63350ce4dd78,Soul / Funk / Disco,
0C3e0xOj8WgALOrBdSxQxI,https://p.scdn.co/mp3-preview/e16897bc033cdfc088632918143667913c7501e2,Soul / Funk / Disco,
4kDX4CCGacJsIBVQ7yHNah,https://p.scdn.co/mp3-preview/9b59eead0b8d312bba3280a258a2048bc846e660,Rock / Pop,
3b7JYBOcvqq8xd3saIj7pO,https://p.scdn.co/mp3-preview/12f807cce55babd800812a8329fc3f004292d59a,Jazz / Blues,
09nUaLt1hbGBmuiLQOb3ZU,https://p.scdn.co/mp3-preview/fc65767497ce38033fd9d7df472e6cada13095e8,Other,
6Tagw5RJB5tzh6rzqL6GZF,https://p.scdn.co/mp3-preview/52e80846a684afecb8b03ed2187b611babacda8e,Country / Folk,
0QeWhas7hgx4ktpMMMmaCM,https://p.scdn.co/mp3-preview/7021f42054dd855aaf7c6219a191f527f31baac1,Electronic / Dance,
1q8fLhxKwASHWDbEeSlpCU,https://p.scdn.co/mp3-preview/d05a1b167fea0ad8869800c7e3682f2b4320da77,Rock / Pop,
7MRTeCuZY3vcVeht1PlOGe,https://p.scdn.co/mp3-preview/dcd9e5bab2901f90c751e2b3797830eb62792efb,Rock / Pop,
47E5qOOU1GeXUS5zHnilYV,https://p.scdn.co/mp3-preview/c9d319ff4c724dcc4d8e3fec7eaf90b66a837c6a,Country / Folk,
52X91NqmAuN21XuEkHmQJh,https://p.scdn.co/mp3-preview/4a10f4f92abe2bcfd5fae5d77d40cd582392448d,Rock / Pop,
7KfewN87zeX3wVPv6LLUj5,https://p.scdn.co/mp3-preview/833c524cf6f5e27c2bf70b8e14270c6f12e8bee0,Country / Folk,
0NRJqQOBVmR2PskCd9mMj6,https://p.scdn.co/mp3-preview/a08a9eb45bc29516f39fe3b96fb258d56b7ff813,Rock / Pop,
77pwqHECDoaGZucecFpzzi,https://p.scdn.co/mp3-preview/fba0b92ee0fd753f75f6d2be556d652dfecc467c,Rock / Pop,
3buaGvf9cAo1vZ5BZ2bbNv,https://p.scdn.co/mp3-preview/22805eb0d120cd615bdcf0bd5e6defa5743d4016,Soul / Funk / Disco,
3C1pIUsdRkm3H4mBx0N2za,https://p.scdn.co/mp3-preview/21c6f781d3da1f2e0eff8c8028987a22dc7b2f7e,Rock / Pop,
0Fdgk6PsQCSvJ0gBNETc14,https://p.scdn.co/mp3-preview/22c461fa3670bd1d5db89724a34be05916f0b5d4,Soul / Funk / Disco,
2uLH0hheDQDaGKZiynTbdP,https://p.scdn.co/mp3-preview/2a24d4ae621ba53dd6f4c2deb66c9af4bdec9ba0,Rock / Pop,
0kxGYrwOFJqOY4Pd68PDIe,https://p.scdn.co/mp3-preview/7196341152b7e20d7c90236def6235ed5147a248,Rock / Pop,
5FlgJCiwm7QKSZWV2s318c,https://p.scdn.co/mp3-preview/79d65c5fee7b8e0f995554b4f2f46cece1bbc70f,Rock / Pop,
7duupGok0k4olLPZl1e4ci,https://p.scdn.co/mp3-preview/a4d8d2aa680d64da768c60e3962e3785b0dbc8d4,Other,
5uOSauZqAXZ6JcNCqbCooQ,https://p.scdn.co/mp3-preview/2c017787f452392ba8aa8e96a4294237563c8b88,Classical,
7KrMQ7hKfFEPqIA3sWw3aR,https://p.scdn.co/mp3-preview/2f62877596eb55d5340357d9ab55da6a7de60831,Jazz / Blues,
74Icw4knRdg8ZD8XObEwMG,https://p.scdn.co/mp3-preview/5ea0a37d64743022c3480ed128765df26de373d4,Country / Folk,
1k4YHFNTM4Y0llRObI7Jer,https://p.scdn.co/mp3-preview/12b03d3ad27de0f3cda1f789a6b7a637e97fa58e,Electronic / Dance,
0GhGToDRtBmvTkSEDTaBkI,https://p.scdn.co/mp3-preview/aaba09f210579285e75b04ad8644c6553488d940,Soul / Funk / Disco,
7F8vFGM1TjUqECkNrO6Fpj,https://p.scdn.co/mp3-preview/8b0f5ad04246006f113da662433552af9b3be074,Soul / Funk / Disco,
1XPXXsKnz4AclLd288YiWi,https://p.scdn.co/mp3-preview/b59ba338f219cbacda2732092ed7341ff3875ef5,Country / Folk,
2qAXpJBLqo17YHrtnNCoD1,https://p.scdn.co/mp3-preview/279de36801646766606d468bf22a68679c36a01d,Rock / Pop,
5ZEP8ufZ16bBDdYmkiPHZi,https://p.scdn.co/mp3-preview/2e55687dee803ba7ec7427116250389afde27077,Soul / Funk / Disco,
5dgXy3CmmRMBzCkRqG5qOA,https://p.scdn.co/mp3-preview/946db9360614976fc6a5044dffc9839f0126e056,Soul / Funk / Disco,
1jwVuptRIGlST90zlkliIE,https://p.scdn.co/mp3-preview/6f31c997c0cb19cbe738114eb76fee41f4654036,Soul / Funk / Disco,
0ep71BGxVm3ekkr1QzLTeS,https://p.scdn.co/mp3-preview/1ac74a63b877501be9561ecd8d0b1436f91d7aa0,Soul / Funk / Disco,
3UIdZLcXvzduENdePTq9tn,https://p.scdn.co/mp3-preview/8e4fe9b859e47f7b6df38ce1eccbceab02563e2d,Rock / Pop,
0VYqVfMttvkiriRiFX02Be,https://p.scdn.co/mp3-preview/ed70e9c3ee9d25b13172e99f6982656b85dcd642,Soul / Funk / Disco,
5RSCa7MEffbMUna7YsmZSA,https://p.scdn.co/mp3-preview/29f4b79df228addf3c955a543ec8fd4ea87af41f,Soul / Funk / Disco,
3ZojgYGReBSPqcA9YROyRo,https://p.scdn.co/mp3-preview/7c73c085935b0457aae0c24e4a70a9be802b6401,Soul / Funk / Disco,
54HS5JOvEtgveTWcIfJVnj,https://p.scdn.co/mp3-preview/d2a975436662a1c4e425ee9c9e0a4eadb668908d,Rock / Pop,
1N4Q7vZuIddw1tBORYPqJC,https://p.scdn.co/mp3-preview/b818c86e50456c9dcf6c1fedac4d59bd202f7685,Country / Folk,
0jnQEEUEZCZ1aueRfMqgSy,https://p.scdn.co/mp3-preview/8a0c01ba34da63c095d54c15a8e11bde475f4131,Rock / Pop,
5xAnNPG3vZnjYBHalNGgdB,https://p.scdn.co/mp3-preview/bf7bb34e4d278eb0e53c7bf5de2637dc598a0225,Classical,
0Bf4t5EbE2qhr1XS766fOZ,https://p.scdn.co/mp3-preview/eb95526e593054289baacdeffe162564ea313f03,Rock / Pop,
59Ar6bCidB1itYPExnQ1Eo,https://p.scdn.co/mp3-preview/0e9832018ca04b7773e86073cb68a0e1cc8eb845,Rock / Pop,
08QFCm8qaka6AAGKXEghTb,https://p.scdn.co/mp3-preview/80f95a9e2ed4c92152b25c663715236a452989ab,Soul / Funk / Disco,
6mwd6sTeEZXdh2zKkicUyJ,https://p.scdn.co/mp3-preview/d3f01fcbf4efffcf8731e8c84eaee4e627b69f8e,Country / Folk,
2PVyAKrfhtmAbd9dUdLVOf,https://p.scdn.co/mp3-preview/d1e58a62c7816d902369d117832683519069a864,Soul / Funk / Disco,
0Pswpt2fqVULtt8buHdNjU,https://p.scdn.co/mp3-preview/43d48959e4eb3997cb44db5a41850bd3c335e4de,Soul / Funk / Disco,
3Ac2PF4jcteGtdDMtaY0aI,https://p.scdn.co/mp3-preview/7eb55e985b2d1ef17c7ab74658c849114c061d34,Instrumental,
6W5IB1N51iBVUW421IqqU4,https://p.scdn.co/mp3-preview/7980af8831e33169ea870fc12ba2d7a415b03715,Country / Folk,
3sKzX0SundYsRZczn4m1a8,https://p.scdn.co/mp3-preview/67f3b4baca85e7a6fb13b69788d205f149fd1cb5,Classical,
01HYx9GZiehOuYZ4oYoSyc,https://p.scdn.co/mp3-preview/7c414f1978cea136f2181a1cda2ce9650a8853f3,Country / Folk,
70dx4yw2Iuiao39W9gs0yR,https://p.scdn.co/mp3-preview/5a3e47101f0ebfae9853161aef5772d1d23e25b3,Classical,
1YHfhU6oXvyNSLZ5nlQTxF,https://p.scdn.co/mp3-preview/5d54447482b4bcf3ead9313189dc2c13de481dda,Classical,
7dT8bE7aaIlLCfWeIyNMLq,https://p.scdn.co/mp3-preview/99f44e027cead4d6699a61f9fbb258cd4f873918,Soul / Funk / Disco,
64HsywsljNNRds9VlbwLMd,https://p.scdn.co/mp3-preview/d1b34bd76c5db5951026a4fa0f48276eb8376fa8,Instrumental,
3hfPI0akrkb0t0zaRf5nJC,https://p.scdn.co/mp3-preview/f168a880b40aace4dec07b9bc46b00aca4ee2d74,Soul / Funk / Disco,
7mGymHLqHGBiwnTNQ5OyDT,https://p.scdn.co/mp3-preview/2954d49dd78ab89040c1c7bdf34dceeab6034ad7,Classical,
31ky9UPYlCOVcC6qHlibj0,https://p.scdn.co/mp3-preview/34b021fa529b1ac5fd7fff1f660522bb373fd01f,Classical,
1QZUQLbyNDzfhgeRfKKZHS,https://p.scdn.co/mp3-preview/6fa72889a85397f3396bc248922cfda6c0797d30,Rock / Pop,
3WtCAm8fPXZstfGw6mmq3m,https://p.scdn.co/mp3-preview/ea8ca5073fc7c270324806904991d9e189082480,Soul / Funk / Disco,
788cpxNtwjpKlq6W4mgvDK,https://p.scdn.co/mp3-preview/290c73fc5731d740629bc1b868c2fca7839089f0,Rock / Pop,
7hcsB5CwTLgsD3UpzoZ0mq,https://p.scdn.co/mp3-preview/ac990075c4956ee85e1471ee2d8130674902c057,Instrumental,
6IvwGygjlQDzN1C9urBvFF,https://p.scdn.co/mp3-preview/5dedc8ad75490fb8ffd0653ece2832ce0dd01193,Classical,
7FyhtrlkrXjVeZJt6rompb,https://p.scdn.co/mp3-preview/7b1821ca607b1e84c5a8414c7b32d5c3716c2d29,Instrumental,
6hszlfHRfbkE0OLyfqBD1i,https://p.scdn.co/mp3-preview/a70ca99f9154fb7500b458fced4ea1dac6ec295a,Rock / Pop,
6V4VytxvTN7YPcagRSP8cs,https://p.scdn.co/mp3-preview/ce8056aa0001313c900844980db7dc1d6cd7d544,Soul / Funk / Disco,
5PoGPmArVPnkuz3LKTXZkZ,https://p.scdn.co/mp3-preview/a0f83f37a9834b12c602009dc8adf3169956881e,Instrumental,
1rqKV2eRZWlD2C301EE05I,https://p.scdn.co/mp3-preview/3ba205b39ad7951304df6174385984949a19cafa,Rock / Pop,
3PcNrnzB3qFGLlSYw0xytU,https://p.scdn.co/mp3-preview/1dd966da06638e24443bcbfd81f70c3772a56d27,Soul / Funk / Disco,
4faPBCv5aMcBI4scs5PAI8,https://p.scdn.co/mp3-preview/a0d35e14f8b97e6a9f4e942ced9fef4160b0737d,Instrumental,
2PdTO1KcG1hxFiyR3633yp,https://p.scdn.co/mp3-preview/97f7287b872604c273e843de20601c3ebebb22a6,Soul / Funk / Disco,
45vkHtrdS2xIjjPdUCnC6r,https://p.scdn.co/mp3-preview/d6d89a27c5e8d90e73a9b36d9dad13a4ea212573,Soul / Funk / Disco,
2TpYQ4CjpiDET7NCNZzgv3,https://p.scdn.co/mp3-preview/fd61a45748a6e68fb842e51e1bce7b41f521aabb,Rock / Pop,
7ihXdS718C3O5YwLSnM3Ys,https://p.scdn.co/mp3-preview/d9b388c5138d0df6e67179ba6a45f0128ba1cd56,Soul / Funk / Disco,
66k07TMgi428lqXMdb2eDp,https://p.scdn.co/mp3-preview/9d175ebe87b6f6941800d93cad90cfdb133c1abf,Classical,
1VWVCZOuuzbeRBI8kn8msw,https://p.scdn.co/mp3-preview/0f47134f0feb8343d96f8174b7046ce92fa86fee,Soul / Funk / Disco,
3DBpM3gKrvQEnmztpnTfWo,https://p.scdn.co/mp3-preview/ad2348db080d1a76a9f462c4f83514e233342d63,Soul / Funk / Disco,
54LDg84MNYpV54aRLGc1Eq,https://p.scdn.co/mp3-preview/eba846cc7e34d1b0657b244b9610edfbd7eaf1eb,Classical,
43WZvaPbY1MhFaCUKXPzsi,https://p.scdn.co/mp3-preview/ae3a92f54adcd4399b91a41c36ccfab1101c2c9e,Soul / Funk / Disco,
59tXQGxcdJR7NwDFVH0NCV,https://p.scdn.co/mp3-preview/952b14d37431d5d0b2047a319eecae255c81b68b,Rock / Pop,
3OuivjhfTS0jKnknx4Op5Z,https://p.scdn.co/mp3-preview/7ea60fc70b8577c0f8943fac7d3de7444b9ddddb,Rock / Pop,
3nQXLyZ4tHoeNUuWBJQQu5,https://p.scdn.co/mp3-preview/ab5be48d9129c4fc09760378f33c55b9768eb076,Country / Folk,
2pele0doIGdqpmgJk9GUs4,https://p.scdn.co/mp3-preview/98e7cc580bfb9b2e084d8123b0822242628e1a88,Soul / Funk / Disco,
0GIbVyzGGLUmUlgsTQU9Cu,https://p.scdn.co/mp3-preview/795f8d00722199fe3921798856ae8ee1feb98db8,Jazz / Blues,
4WnMve9Men2dvrFAR2z6xY,https://p.scdn.co/mp3-preview/72809a26d1f28adea20d7eb2f4510e8160bc264d,Soul / Funk / Disco,
